"state","state_cd","year","cms_notes","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","kff_parent_firm","kff_comprehensive_plan","taf_enrollment","taf_enrollment_in_claims","chse_matched_last_year","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name","id_occurrence_no"
"Rhode Island","RI",2021,"","Comprehensive MCO","RIte Care, Rhody Health Partners and Medicaid Expansion (Comprehensive MCO)","United HealthCare of Rhode Island Community Plan","Statewide",0,0,0,"UnitedHealthCare, Inc.","United HealthCare of Rhode Island Community Plan","UnitedHealth Group",1,"60124","60174",1,0,"United Healthcare","UnitedHealthcare",1
"Rhode Island","RI",2021,"","Comprehensive MCO","RIte Care, Rhody Health Partners and Medicaid Expansion (Comprehensive MCO)","United HealthCare of Rhode Island Community Plan","Statewide",0,0,0,"UnitedHealthCare, Inc.","United HealthCare of Rhode Island Community Plan","UnitedHealth Group",1,"39544","39649",1,0,"United Healthcare","UnitedHealthcare",1
"South Carolina","SC",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","South Carolina Program for All Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","Orangeburg Senior Helping Center","Orangeburg, Bamberg, and Calhoun counties",7,76,83,"N/A",NA,NA,0,"100","Less than 100",1,0,"Oaks of Orangeburg","Oaks of Orangeburg",1
"South Carolina","SC",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","South Carolina Program for All Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","Prisma Health SeniorCare PACE - Upstate","Greenville, Pickens, and Anderson counties",8,78,86,"PRISMA Healthcare System",NA,NA,0,"107","105",1,0,"PRISMA Health","PRISMA Healthcare System",1
"South Carolina","SC",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","South Carolina Program for All Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","Prisma Health SeniorCare PACE - Midlands","Richland and Lexington counties",39,235,274,"PRISMA Healthcare System",NA,NA,0,"366","359",1,0,"PRISMA Health","PRISMA Healthcare System",1
"South Carolina","SC",2021,"","Comprehensive MCO","South Carolina Managed Care Organizations (Comprehensive MCO)","Select Health of South Carolina","Statewide",393063,0,393063,"AmeriHealth Caritas Pennsylvania","Select Health of South Carolina","Independence Health Group",1,"427152","419609",1,0,"Independence Health Group","Select Health of South Carolina",1
"South Carolina","SC",2021,"","Comprehensive MCO","South Carolina Managed Care Organizations (Comprehensive MCO)","Absolute Total Care, Inc.","Statewide",230361,0,230361,"Centene Corporation","Absolute Total Care, Inc.","Centene",1,"250693","244882",1,0,"Centene","Absolute Total Care, Inc.",1
"South Carolina","SC",2021,"","Comprehensive MCO","South Carolina Managed Care Organizations (Comprehensive MCO)","BlueChoice Healthplan Medicaid","Statewide",172052,0,172052,"Blue Cross Blue Shield of South Carolina","BlueChoice Healthplan Medicaid","",1,"190166","190580",1,1,"Blue Cross Blue Shield of South Carolina","BlueChoice Healthplan Medicaid",1
"South Carolina","SC",2021,"","Comprehensive MCO","South Carolina Managed Care Organizations (Comprehensive MCO)","Molina Healthcare of South Carolina","Statewide",166458,0,166458,"Molina Heathcare","Molina Healthcare of South Carolina","Molina",1,"189577","185053",1,0,"Molina","Molina Healthcare of South Carolina",1
"South Carolina","SC",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"91783","92029",1,0,"Centene","WellCare",1
"South Carolina","SC",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"5090","5101",NA,0,"Independent Care Health Plan, Inc.","Independent Care Health Plan, Inc.",1
"South Carolina","SC",2021,"","Primary Care Case Management (PCCM)","South Carolina Medical Homes Network (Primary Care Case Management (PCCM))","South Carolina Solutions","Statewide",890,0,890,"Community Health Solutions America",NA,NA,0,"1065","1078",1,0,"Community Health Solutions America","Community Health Solutions America",1
"South Carolina","SC",2021,"","Non-Emergency Medical Transportation","South Carolina Non Emergency Medical Transportation (Non-Emergency Medical Transportation)","Modivcare formerly Logisticare","Statewide",1275465,170605,1446070,"Modivcare",NA,NA,0,"1256376","43109",1,0,"Modivcare","Modivcare",1
"South Dakota","SD",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"8415","62578",1,0,"Multiple Health and Medical Homes","Multiple Health and Medical Homes",1
"South Dakota","SD",2021,"","Primary Care Case Management (PCCM)","PRIME (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",83890,0,83890,"Multiple Primary Care Providers",NA,NA,0,"111922","66208",1,0,"Multiple Primary Care Providers","Multiple Primary Care Providers",1
"Tennessee","TN",2021,"","Comprehensive MCO + MLTSS","TennCare III (Comprehensive MCO + MLTSS)","Volunteer State Health Plan (TennCare Select)","Statewide",48862,2870,51732,"Blue Cross Blue Shield Association","Volunteer State Health Plan (BlueCare and TennCare Select)","",1,"27647","28034",1,1,"Blue Cross Blue Shield of Tennessee","Volunteer State Health Plan (BlueCare and TennCare Select)",1
"Tennessee","TN",2021,"","Comprehensive MCO + MLTSS","TennCare III (Comprehensive MCO + MLTSS)","Volunteer State Health Plan (TennCare Select)","Statewide",0,0,0,"Blue Cross Blue Shield Association","Volunteer State Health Plan (BlueCare and TennCare Select)","",1,"42990","42712",1,1,"Blue Cross Blue Shield of Tennessee","Volunteer State Health Plan (BlueCare and TennCare Select)",1
"Tennessee","TN",2021,"","Comprehensive MCO + MLTSS","TennCare III (Comprehensive MCO + MLTSS)","Volunteer State Health Plan (BlueCare)","Statewide",537282,53640,590922,"Blue Cross Blue Shield Association","Volunteer State Health Plan (BlueCare and TennCare Select)","",1,"263703","260195",1,1,"Blue Cross Blue Shield of Tennessee","Volunteer State Health Plan (BlueCare and TennCare Select)",1
"Tennessee","TN",2021,"","Comprehensive MCO + MLTSS","TennCare III (Comprehensive MCO + MLTSS)","Volunteer State Health Plan (BlueCare)","Statewide",0,0,0,"Blue Cross Blue Shield Association","Volunteer State Health Plan (BlueCare and TennCare Select)","",1,"183401","180458",1,1,"Blue Cross Blue Shield of Tennessee","Volunteer State Health Plan (BlueCare and TennCare Select)",1
"Tennessee","TN",2021,"","Comprehensive MCO + MLTSS","TennCare III (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan","Statewide",425863,51153,477016,"UnitedHealth Group","UnitedHealthcare Community Plan","UnitedHealth Group",1,"174721","172862",1,0,"United Healthcare","UnitedHealthcare Community Plan",1
"Tennessee","TN",2021,"","Comprehensive MCO + MLTSS","TennCare III (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan","Statewide",0,0,0,"UnitedHealth Group","UnitedHealthcare Community Plan","UnitedHealth Group",1,"150185","148017",1,0,"United Healthcare","UnitedHealthcare Community Plan",1
"Tennessee","TN",2021,"","Comprehensive MCO + MLTSS","TennCare III (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan","Statewide",0,0,0,"UnitedHealth Group","UnitedHealthcare Community Plan","UnitedHealth Group",1,"214150","211474",1,0,"United Healthcare","UnitedHealthcare Community Plan",1
"Tennessee","TN",2021,"","Comprehensive MCO + MLTSS","TennCare III (Comprehensive MCO + MLTSS)","Amerigroup","Statewide",426169,50372,476541,"Amerigroup","Amerigroup","Anthem",1,"213359","213365",1,0,"Anthem","Amerigroup",1
"Tennessee","TN",2021,"","Comprehensive MCO + MLTSS","TennCare III (Comprehensive MCO + MLTSS)","Volunteer State Health Plan (BlueCare)","Statewide",0,0,0,"Blue Cross Blue Shield Association","Volunteer State Health Plan (BlueCare and TennCare Select)","",1,"216716","214161",1,1,"Blue Cross Blue Shield of Tennessee","Volunteer State Health Plan (BlueCare and TennCare Select)",1
"Tennessee","TN",2021,"","Comprehensive MCO + MLTSS","TennCare III (Comprehensive MCO + MLTSS)","Amerigroup","Statewide",0,0,0,"Amerigroup","Amerigroup","Anthem",1,"177132","177298",1,0,"Anthem","Amerigroup",1
"Tennessee","TN",2021,"","Comprehensive MCO + MLTSS","TennCare III (Comprehensive MCO + MLTSS)","Amerigroup","Statewide",0,0,0,"Amerigroup","Amerigroup","Anthem",1,"150268","150228",1,0,"Anthem","Amerigroup",1
"Tennessee","TN",2021,"","Comprehensive MCO + MLTSS","TennCare III (Comprehensive MCO + MLTSS)","DentaQuest USA Insurance Company","Statewide",928957,420,929377,"DentaQuest USA Insurance Company",NA,NA,0,NA,NA,NA,0,"DentaQuest","DentaQuest USA Insurance Company",1
"Tennessee","TN",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","Alexian Brothers Community Services","Hamilton county",16,255,271,"Alexian Brothers Community Services",NA,NA,0,"410","355",1,0,"Alexian Brothers Community Services","Alexian Brothers Community Services",1
"Tennessee","TN",2021,"","Comprehensive MCO + MLTSS","TennCare III (Comprehensive MCO + MLTSS)","OptumRx","Statewide",1438179,420,1438599,"OptumRx Holdings, LLC",NA,NA,0,NA,NA,0,0,"United Healthcare","OptumRx Holdings, LLC",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"7615","7632",0,0,"University Medical Center of El Paso","El Paso Health Plans",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"13486","14417",0,0,"University Health System","Community First Health Plans, Inc.",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"17490","17868",0,0,"WI Cook Foundation","Cook Children's Health Plan",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"5409","5424",0,0,"Driscoll","Dell Children's Health Plan",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"3667","3701",0,0,"Baylor Scott & White Holdings","FirstCare Health Plans",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"21843","22218",0,0,"Dallas County Hospital District","Parkland Community Health Plan, inc.",1
"Texas","TX",2021,"","Comprehensive MCO","STAR (Comprehensive MCO)","Superior Health Plan, Inc.","Bexar SDA, El Paso SDA, Hidalgo SDA, Lubbock SDA, MRSA Central, MRSA Northeast, MRSA West, Nueces SDA, and Travis SDA",0,0,0,"Centene Corporation","Superior HealthPlan, Inc.","Centene",1,"133981","134189",1,0,"Centene","Superior HealthPlan, Inc.",1
"Texas","TX",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","Silver Star Health Network (Lubbock)","79401, 79402, 79403, 79404, 79405, 79406, 79407, 79408, 79409, 79410, 79411, 79412, 79413, 79414, 79415, 79416, 79423, 79424, 79430, 79452, 79453, 79454, 79464, 79490, 79491, 79493, 79499",12,154,166,"PACE",NA,NA,0,"188","188",1,0,"StarCare Specialty Health System","PACE",1
"Texas","TX",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","The Basic at Jan Werner (Amarillo)","79015, 79101, 79102, 79103, 79104, 79105, 79106, 79107, 79108, 79109, 79110, 79111, 79118, 79119, 79121, 79124",1,111,112,"PACE",NA,NA,0,"138","137",1,0,"Amarillo Multisvc Ctr Fr the Aging Inc","PACE",1
"Texas","TX",2021,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","UnitedHealthcare Insurance Company, dba United Healthcare Community Plan","Harris SDA, Jefferson SDA, Nueces SDA, Travis SDA, MRSA Central, and MRSA Northeast",63861,70131,133992,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,"18107","18350",1,0,"United Healthcare","United Healthcare Community Plan",1
"Texas","TX",2021,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Amerigroup Texas, Inc.","Bexar SDA, El Paso SDA, Harris SDA, Jefferson SDA, Lubbock SDA, MRSA West, Tarrant SDA, and Travis SDA",0,0,0,"Amerigroup Corporation (owned by ATH Holding Company, LLC)","Amerigroup Texas, Inc.","Anthem",1,"12043","12190",1,0,"Anthem","Amerigroup Texas, Inc.",1
"Texas","TX",2021,"","Comprehensive MCO","STAR (Comprehensive MCO)","Seton Health Plan, Inc. dba Dell Children's Health Plan","Travis SDA",27973,0,27973,"Seton Insurance Services Corporation","Dell Children's Health Plan","",1,"44024","44152",1,0,"Seton Insurance Services Corporation","Dell Children's Health Plan",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"10168","10330",0,0,"Centene","Superior HealthPlan, Inc.",1
"Texas","TX",2021,"","Comprehensive MCO + MLTSS","STAR HEALTH (Comprehensive MCO + MLTSS)","Superior Health Plan","Statewide",44902,0,44902,"Centene Corporation","Superior HealthPlan, Inc.","Centene",1,"54277","55497",1,0,"Centene","Superior HealthPlan, Inc.",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"19978","20247",0,0,"Molina","Molina Healthcare of Texas, Inc.",1
"Texas","TX",2021,"","Dental only (PAHP)","Children's Medicaid Dental Services (Dental only (PAHP))","MCNA Insurance Company","Statewide",1392593,0,1392593,"Managed Care of North America (MCNA), Inc.",NA,NA,0,"94610","94517",1,0,"United Healthcare","Managed Care of North America (MCNA), Inc.",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1476623","1477738",1,0,"United Healthcare","Managed Care of North America (MCNA), Inc.",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"175319","175616",0,0,"DentaQuest","DentaQuest, LLC (owned by DentaQuest Group, Inc.)",1
"Texas","TX",2021,"","Dental only (PAHP)","Children's Medicaid Dental Services (Dental only (PAHP))","DentaQuest USA Insurance Company, Inc.","Statewide",2040154,0,2040154,"DentaQuest, LLC (owned by DentaQuest Group, Inc.)",NA,NA,0,"2196142","2197638",1,0,"DentaQuest","DentaQuest, LLC (owned by DentaQuest Group, Inc.)",1
"Texas","TX",2021,"","Comprehensive MCO","STAR (Comprehensive MCO)","Health Care Service Corp. (dba Blue Cross Blue Shield)","Travis SDA",37868,0,37868,"Health Care Service Corporation","Blue Cross and Blue Shield of Texas","Health Care Service Corporation",1,"57152","57397",1,1,"Health Care Service Corporation","Blue Cross and Blue Shield of Texas",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"6792","7003",0,0,"Health Care Service Corporation","Blue Cross and Blue Shield of Texas",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"339825","340864",0,0,"United Healthcare","United Healthcare Community Plan",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"18792","19159",0,0,"United Healthcare","United Healthcare Community Plan",1
"Texas","TX",2021,"","Comprehensive MCO","STAR (Comprehensive MCO)","UnitedHealthcare Insurance Company, dba United Healthcare Community Plan","Harris SDA, Hidalgo SDA, Jefferson SDA, and Nueces SDA",0,0,0,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,"5604","5615",1,0,"United Healthcare","United Healthcare Community Plan",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"336","345",0,0,"United Healthcare","United Healthcare Community Plan",1
"Texas","TX",2021,"","Comprehensive MCO","STAR (Comprehensive MCO)","Molina Healthcare of Texas, Inc.","Dallas SDA, El Paso SDA, Harris SDA, Hidalgo SDA, and Jefferson SDA",0,0,0,"Molina Healthcare","Molina Healthcare of Texas, Inc.","Molina",1,"5953","5967",1,0,"Molina","Molina Healthcare of Texas, Inc.",1
"Texas","TX",2021,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Molina Healthcare of Texas, Inc.","Bexar SDA, Dallas SDA, El Paso SDA, Harris SDA, Hidalgo SDA, and Jefferson SDA",0,0,0,"Molina Healthcare","Molina Healthcare of Texas, Inc.","Molina",1,"11397","11595",1,0,"Molina","Molina Healthcare of Texas, Inc.",1
"Texas","TX",2021,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Amerigroup Texas, Inc.","Bexar SDA, El Paso SDA, Harris SDA, Jefferson SDA, Lubbock SDA, MRSA West, Tarrant SDA, and Travis SDA",58785,72064,130849,"Amerigroup Corporation (owned by ATH Holding Company, LLC)","Amerigroup Texas, Inc.","Anthem",1,"12715","12903",1,0,"Anthem","Amerigroup Texas, Inc.",1
"Texas","TX",2021,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Superior HealthPlan, Inc.","Bexar SDA, Dallas SDA, Hidalgo SDA, Lubbock SDA, Nueces SDA, MRSA Central, and MRSA West",67790,74847,142637,"Centene Corporation","Superior HealthPlan, Inc.","Centene",1,"67084","67139",1,0,"Centene","Superior HealthPlan, Inc.",1
"Texas","TX",2021,"","Comprehensive MCO","STAR (Comprehensive MCO)","El Paso Health Plans, Inc., dba El Paso Health","Bexar SDA and El Paso SDA",70737,0,70737,"El Paso County Hospital District - DBA University Medical Center of El Paso","El Paso Health Plans","",1,"94191","94266",1,0,"University Medical Center of El Paso","El Paso Health Plans",1
"Texas","TX",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"4024","4058",0,0,"Centene","Superior HealthPlan, Inc.",1
